item, sku, size, order_num, date_of_purchase, purchase_price, status, status_update_date
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31493698-31393457, Not Set, 251.86, Order Confirmed, Tue 21 Dec 2021 - 03:10:41 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 8, 31231056-31130815, Not Set, 214.24, Arrived At StockX, Mon 20 Dec 2021 - 01:59:43 AM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 10, 31422150-31321909, Not Set, 162.74, Order Confirmed, Mon 20 Dec 2021 - 03:33:31 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 8, 31231056-31130815, Not Set, 214.24, Refund Issued, Mon 20 Dec 2021 - 03:52:53 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 31199513-31099272, Not Set, 156.75, Arrived At StockX, Mon 20 Dec 2021 - 06:37:57 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5.5Y, 31382806-31282565, Not Set, 130.14, Shipped To StockX, Mon 20 Dec 2021 - 07:00:54 AM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6Y, 31381734-31281493, Not Set, 113.14, Shipped To StockX, Mon 20 Dec 2021 - 07:06:34 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 9, 31425859-31325618, Not Set, 213.19, Order Confirmed, Mon 20 Dec 2021 - 07:28:55 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31381910-31281669, Not Set, 279.03, Shipped To StockX, Mon 20 Dec 2021 - 07:29:43 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31381910-31281669, Not Set, 279.03, Arrived At StockX, Mon 20 Dec 2021 - 07:29:45 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8.5, 30952851-30852610, Not Set, 176.74, Shipped To StockX, Mon 20 Dec 2021 - 08:05:09 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Arrived At StockX, Mon 20 Dec 2021 - 09:28:42 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31429018-31328777, Not Set, 157.07, Order Confirmed, Mon 20 Dec 2021 - 09:32:01 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31195560-31095319, Not Set, 161.95, Arrived At StockX, Mon 20 Dec 2021 - 09:56:05 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31430559-31330318, Not Set, 203.79, Order Confirmed, Mon 20 Dec 2021 - 10:17:38 AM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 11, 31344464-31244223, Not Set, 162.74, Shipped To StockX, Mon 20 Dec 2021 - 11:38:49 AM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 12, 31434649-31334408, Not Set, 227.46, Order Confirmed, Mon 20 Dec 2021 - 11:58:21 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 10, 31398711-31298470, Not Set, 156.03, Shipped To StockX, Mon 20 Dec 2021 - 12:18:00 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 9, 31002148-30901907, Not Set, 170.53, Delivered, Mon 20 Dec 2021 - 01:02:15 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 7, 31439461-31339220, Not Set, 209.01, Order Confirmed, Mon 20 Dec 2021 - 01:39:26 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 31301617-31201376, Not Set, 137.14, Shipped To StockX, Mon 20 Dec 2021 - 02:54:26 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Verified & Shipped, Mon 20 Dec 2021 - 03:01:20 PM
Jordan 5 Retro Shattered Backboard, DC1060-100, 11, 31016100-30915859, Not Set, 189.16, Verified & Shipped, Mon 20 Dec 2021 - 03:01:22 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31177639-31077398, Not Set, 208.67, Delivered, Mon 20 Dec 2021 - 03:12:40 PM
Nike Air Force 1 Low White '07, 315122-111/CW2288-111, 11.5, 31045459-30945218, Not Set, 101.02, Delivered, Mon 20 Dec 2021 - 03:19:00 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 30958153-30857912, Not Set, 186.06, Delivered, Mon 20 Dec 2021 - 03:25:05 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 12, 30825859-30725618, Not Set, 132.38, Delivered, Mon 20 Dec 2021 - 03:26:35 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 13, 30252274-30152033, Not Set, 236.54, Delivered, Mon 20 Dec 2021 - 03:40:25 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 9.5, 29493536-29393295, Not Set, 235.47, Verified & Shipped, Mon 20 Dec 2021 - 03:53:32 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 31199513-31099272, Not Set, 156.75, Verified & Shipped, Mon 20 Dec 2021 - 05:03:21 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31450161-31349920, Not Set, 251.86, Order Confirmed, Mon 20 Dec 2021 - 05:05:34 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31451908-31351667, Not Set, 133.14, Order Confirmed, Mon 20 Dec 2021 - 05:46:05 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31452923-31352682, Not Set, 166.69, Order Confirmed, Mon 20 Dec 2021 - 06:09:26 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 8, 31398374-31298133, Not Set, 149.09, Shipped To StockX, Mon 20 Dec 2021 - 06:21:45 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 31148305-31048064, Not Set, 171.82, Verified & Shipped, Mon 20 Dec 2021 - 07:03:22 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 12, 31455981-31355740, Not Set, 185.47, Order Confirmed, Mon 20 Dec 2021 - 07:21:34 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31457816-31357575, Not Set, 251.86, Order Confirmed, Mon 20 Dec 2021 - 08:06:29 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 6.5W, 31458479-31358238, Not Set, 154.67, Order Confirmed, Mon 20 Dec 2021 - 08:19:28 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 8.5, 31458573-31358332, Not Set, 207.97, Order Confirmed, Mon 20 Dec 2021 - 08:21:19 PM
Jordan 6 Retro Electric Green, CT8529-003, 11.5, 31458775-31358534, Not Set, 197.52, Order Confirmed, Mon 20 Dec 2021 - 08:24:54 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 11, 31459644-31359403, Not Set, 191.53, Order Confirmed, Mon 20 Dec 2021 - 08:45:24 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 11, 31459802-31359561, Not Set, 179.11, Order Confirmed, Mon 20 Dec 2021 - 08:48:55 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 10, 31460701-31360460, Not Set, 166.14, Order Confirmed, Mon 20 Dec 2021 - 09:10:33 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 9.5, 31463167-31362926, Not Set, 160.14, Order Confirmed, Mon 20 Dec 2021 - 10:10:48 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 12, 31466811-31366570, Not Set, 187.39, Order Confirmed, Mon 20 Dec 2021 - 11:58:32 PM
Nike Air Force 1 Low '07 Light Bone White, CT2302-001, 8, 31378564-31278323, Not Set, 98.14, Order Confirmed, Sun 19 Dec 2021 - 08:35:15 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31378663-31278422, Not Set, 224.69, Order Confirmed, Sun 19 Dec 2021 - 08:40:27 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31378663-31278422, Not Set, 224.69, Arrived At StockX, Sun 19 Dec 2021 - 09:50:49 AM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6Y, 31381734-31281493, Not Set, 113.14, Order Confirmed, Sun 19 Dec 2021 - 10:25:02 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31381910-31281669, Not Set, 279.03, Order Confirmed, Sun 19 Dec 2021 - 10:27:11 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5.5Y, 31382806-31282565, Not Set, 130.14, Order Confirmed, Sun 19 Dec 2021 - 10:42:04 AM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31345070-31244829, Not Set, 235.14, Shipped To StockX, Sun 19 Dec 2021 - 03:06:23 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 8, 31398374-31298133, Not Set, 149.09, Order Confirmed, Sun 19 Dec 2021 - 04:18:55 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 10, 31398711-31298470, Not Set, 156.03, Order Confirmed, Sun 19 Dec 2021 - 04:25:46 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31329368-31229127, Not Set, 236.18, Shipped To StockX, Sun 19 Dec 2021 - 04:52:45 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 12, 31297196-31196955, Not Set, 131.24, Shipped To StockX, Sat 18 Dec 2021 - 12:18:44 AM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 31148305-31048064, Not Set, 171.82, Shipped To StockX, Sat 18 Dec 2021 - 07:43:59 AM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31329368-31229127, Not Set, 236.18, Order Confirmed, Sat 18 Dec 2021 - 09:54:14 AM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6.5Y, 31033352-30933111, Not Set, 124.02, Arrived At StockX, Sat 18 Dec 2021 - 10:28:41 AM
Jordan 1 Low Team Red (W), DC0774-116, 6W, 31300265-31200024, Not Set, 209.01, Shipped To StockX, Sat 18 Dec 2021 - 12:03:13 PM
Jordan 5 Retro Shattered Backboard, DC1060-100, 11, 31016100-30915859, Not Set, 189.16, Arrived At StockX, Sat 18 Dec 2021 - 12:54:40 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 11, 31344464-31244223, Not Set, 162.74, Order Confirmed, Sat 18 Dec 2021 - 02:28:01 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31345070-31244829, Not Set, 235.14, Order Confirmed, Sat 18 Dec 2021 - 02:38:42 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 31000623-30900382, Not Set, 225.39, Verified & Shipped, Sat 18 Dec 2021 - 03:04:18 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 30960933-30860692, Not Set, 180.88, Verified & Shipped, Sat 18 Dec 2021 - 03:04:52 PM
Jordan 5 Retro Bluebird (W), DD9336-400, 9W, 31361425-31261184, Not Set, 182.89, Order Confirmed, Sat 18 Dec 2021 - 08:07:42 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9.5, 30923764-30823523, Not Set, 214.94, Verified & Shipped, Fri 17 Dec 2021 - 12:31:56 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31262373-31162132, Not Set, 147.71, Order Confirmed, Fri 17 Dec 2021 - 04:37:22 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 8, 31231056-31130815, Not Set, 214.24, Shipped To StockX, Fri 17 Dec 2021 - 06:58:36 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31225886-31125645, Not Set, 166.69, Shipped To StockX, Fri 17 Dec 2021 - 07:09:54 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31262373-31162132, Not Set, 147.71, Shipped To StockX, Fri 17 Dec 2021 - 12:08:22 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 31244010-31143769, Not Set, 130.14, Shipped To StockX, Fri 17 Dec 2021 - 12:10:52 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31119189-31018948, Not Set, 186.06, Verified & Shipped, Fri 17 Dec 2021 - 01:06:22 PM
Supreme Spalding Washington Basketball White, Not Found, </li>

<li class="attributes" style="list-style-type: none; margin: 0;"><span style="font-weight: 500;">Condition:</span>&nbsp;New, 100% Authentic, Not Found, Not Set, Not Found, Arrived At StockX, Fri 17 Dec 2021 - 01:36:54 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31177639-31077398, Not Set, 208.67, Arrived At StockX, Fri 17 Dec 2021 - 01:55:01 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 30960933-30860692, Not Set, 180.88, Arrived At StockX, Fri 17 Dec 2021 - 02:48:59 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 31000623-30900382, Not Set, 225.39, Arrived At StockX, Fri 17 Dec 2021 - 02:52:28 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8.5W, 30592699-30492458, Not Set, 178.36, Delivered, Fri 17 Dec 2021 - 03:34:11 PM
Jordan 6 Retro Electric Green, CT8529-003, 7.5, 30533767-30433526, Not Set, 166.39, Delivered, Fri 17 Dec 2021 - 03:37:08 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 12, 31297196-31196955, Not Set, 131.24, Order Confirmed, Fri 17 Dec 2021 - 05:03:26 PM
Jordan 1 Low Team Red (W), DC0774-116, 6W, 31300265-31200024, Not Set, 209.01, Order Confirmed, Fri 17 Dec 2021 - 06:09:15 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 31301617-31201376, Not Set, 137.14, Order Confirmed, Fri 17 Dec 2021 - 06:39:55 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30989813-30889572, Not Set, 182.95, Shipped To StockX, Fri 17 Dec 2021 - 09:10:10 PM
Nike Air Force 1 Low White '07, 315122-111/CW2288-111, 11.5, 31045459-30945218, Not Set, 101.02, Verified & Shipped, Fri 17 Dec 2021 - 09:10:39 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31195560-31095319, Not Set, 161.95, Order Confirmed, Thu 16 Dec 2021 - 04:30:49 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Order Confirmed, Thu 16 Dec 2021 - 05:56:58 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31168268-31068027, Not Set, 208.67, Shipped To StockX, Thu 16 Dec 2021 - 07:06:03 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 31199513-31099272, Not Set, 156.75, Order Confirmed, Thu 16 Dec 2021 - 07:26:12 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 9, 31002148-30901907, Not Set, 170.53, Arrived At StockX, Thu 16 Dec 2021 - 07:59:56 AM
Jordan 12 Retro Black University Gold, 130690-070, 8, 31207901-31107660, Not Set, 224.34, Order Confirmed, Thu 16 Dec 2021 - 10:22:48 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31195560-31095319, Not Set, 161.95, Shipped To StockX, Thu 16 Dec 2021 - 12:03:09 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 12, 30129564-30029323, Not Set, 246.83, Delivered, Thu 16 Dec 2021 - 01:24:35 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Shipped To StockX, Thu 16 Dec 2021 - 02:33:11 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Shipped To StockX, Thu 16 Dec 2021 - 02:33:13 PM
Nike Air Force 1 Low White '07, 315122-111/CW2288-111, 11.5, 31045459-30945218, Not Set, 101.02, Arrived At StockX, Thu 16 Dec 2021 - 02:34:06 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31225886-31125645, Not Set, 166.69, Order Confirmed, Thu 16 Dec 2021 - 03:03:30 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 12, 30608379-30508138, Not Set, 179.85, Delivered, Thu 16 Dec 2021 - 03:06:02 PM
Jordan 12 Retro Black University Gold, 130690-070, 8, 31207901-31107660, Not Set, 224.34, Shipped To StockX, Thu 16 Dec 2021 - 03:34:30 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 31199513-31099272, Not Set, 156.75, Shipped To StockX, Thu 16 Dec 2021 - 03:51:50 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 8, 31231056-31130815, Not Set, 214.24, Order Confirmed, Thu 16 Dec 2021 - 04:17:16 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31168268-31068027, Not Set, 208.67, Verified & Shipped, Thu 16 Dec 2021 - 05:51:40 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31119258-31019017, Not Set, 176.74, Verified & Shipped, Thu 16 Dec 2021 - 05:54:09 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 10.5, 30860012-30759771, Not Set, 175.71, Delivered, Thu 16 Dec 2021 - 07:31:39 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 31244010-31143769, Not Set, 130.14, Order Confirmed, Thu 16 Dec 2021 - 08:06:31 PM
Jordan 5 Retro Shattered Backboard, DC1060-100, 10.5, 31050059-30949818, Not Set, 186.06, Verified & Shipped, Thu 16 Dec 2021 - 08:15:09 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 30958153-30857912, Not Set, 186.06, Verified & Shipped, Thu 16 Dec 2021 - 09:11:28 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 12, 30825859-30725618, Not Set, 132.38, Verified & Shipped, Thu 16 Dec 2021 - 09:14:43 PM
Jordan 1 Low Team Red (W), DC0774-116, 5W, 31050265-30950024, Not Set, 161.64, Verified & Shipped, Thu 16 Dec 2021 - 11:02:59 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31177639-31077398, Not Set, 208.67, Shipped To StockX, Thu 16 Dec 2021 - 11:11:33 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9.5, 30923764-30823523, Not Set, 214.94, Arrived At StockX, Wed 15 Dec 2021 - 03:13:45 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31119258-31019017, Not Set, 176.74, Shipped To StockX, Wed 15 Dec 2021 - 07:06:32 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31119189-31018948, Not Set, 186.06, Shipped To StockX, Wed 15 Dec 2021 - 07:10:27 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30989813-30889572, Not Set, 182.95, Arrived At StockX, Wed 15 Dec 2021 - 09:37:42 AM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 31148305-31048064, Not Set, 171.82, Order Confirmed, Wed 15 Dec 2021 - 12:56:50 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11, 30530366-30430125, Not Set, 245.24, Delivered, Wed 15 Dec 2021 - 01:42:19 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11, 30542997-30442756, Not Set, 245.24, Delivered, Wed 15 Dec 2021 - 01:42:20 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8W, 30309776-30209535, Not Set, 182.54, Delivered, Wed 15 Dec 2021 - 01:43:45 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 30305244-30205003, Not Set, 177.55, Delivered, Wed 15 Dec 2021 - 01:43:46 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9W, 30361802-30261561, Not Set, 178.36, Delivered, Wed 15 Dec 2021 - 01:43:44 PM
Nike Air Force 1 Low White '07, 315122-111/CW2288-111, 11.5, 31045459-30945218, Not Set, 101.02, Shipped To StockX, Wed 15 Dec 2021 - 02:43:53 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31168268-31068027, Not Set, 208.67, Order Confirmed, Wed 15 Dec 2021 - 06:20:06 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8, 31177639-31077398, Not Set, 208.67, Order Confirmed, Wed 15 Dec 2021 - 08:46:43 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30913359-30813118, Not Set, 185.02, Shipped To StockX, Wed 15 Dec 2021 - 10:34:52 PM
Jordan 5 Retro Shattered Backboard, DC1060-100, 10.5, 31050059-30949818, Not Set, 186.06, Shipped To StockX, Tue 14 Dec 2021 - 07:03:03 AM
Jordan 1 Low Team Red (W), DC0774-116, 5W, 31050265-30950024, Not Set, 161.64, Shipped To StockX, Tue 14 Dec 2021 - 07:03:28 AM
Jordan 1 Low Limelight (W), DH9619-103, 7.5W, Not Found, Not Set, Not Found, Arrived At StockX, Tue 14 Dec 2021 - 10:30:18 AM
Jordan 1 Mid Champ Colors (W), DJ5984-400, 8.5W, Not Found, Not Set, Not Found, Arrived At StockX, Tue 14 Dec 2021 - 10:30:33 AM
Jordan 9 Retro Change The World (W), CV0420-100, 8W, Not Found, Not Set, Not Found, Arrived At StockX, Tue 14 Dec 2021 - 10:30:43 AM
Nike Air Force 1 Low '07 LX Hello, CZ0327-100, 11, Not Found, Not Set, Not Found, Arrived At StockX, Tue 14 Dec 2021 - 10:30:49 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30913359-30813118, Not Set, 185.02, Arrived At StockX, Tue 14 Dec 2021 - 10:35:40 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 12, 30196915-30096674, Not Set, 246.83, Delivered, Tue 14 Dec 2021 - 01:28:21 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 7W, 30315901-30215660, Not Set, 181.50, Delivered, Tue 14 Dec 2021 - 03:35:16 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8.5W, 30305137-30204896, Not Set, 182.54, Delivered, Tue 14 Dec 2021 - 04:02:27 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 10W, 30258139-30157898, Not Set, 177.55, Delivered, Tue 14 Dec 2021 - 04:03:10 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 31000623-30900382, Not Set, 225.39, Shipped To StockX, Tue 14 Dec 2021 - 05:08:21 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 31031336-30931095, Not Set, 175.71, Arrived At StockX, Tue 14 Dec 2021 - 05:11:25 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 4.5Y, 30672411-30572170, Not Set, 105.02, Verified & Shipped, Tue 14 Dec 2021 - 07:02:28 PM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6.5Y, 31033352-30933111, Not Set, 124.02, Shipped To StockX, Tue 14 Dec 2021 - 08:52:02 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 8, 30663832-30563591, Not Set, 188.81, Verified & Shipped, Tue 14 Dec 2021 - 09:51:44 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31119189-31018948, Not Set, 186.06, Order Confirmed, Tue 14 Dec 2021 - 11:29:00 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31119258-31019017, Not Set, 176.74, Order Confirmed, Tue 14 Dec 2021 - 11:29:55 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9.5, 30923764-30823523, Not Set, 214.94, Shipped To StockX, Mon 13 Dec 2021 - 03:10:46 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 30530050-30429809, Not Set, 174.18, Verified & Shipped, Mon 13 Dec 2021 - 03:15:47 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 10W, 30525229-30424988, Not Set, 178.36, Verified & Shipped, Mon 13 Dec 2021 - 03:15:54 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 10.5W, 30428242-30328001, Not Set, 177.32, Verified & Shipped, Mon 13 Dec 2021 - 03:16:07 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 10W, 30428228-30327987, Not Set, 180.45, Verified & Shipped, Mon 13 Dec 2021 - 03:16:35 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 30530067-30429826, Not Set, 175.23, Verified & Shipped, Mon 13 Dec 2021 - 04:14:41 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9W, 30526032-30425791, Not Set, 177.32, Verified & Shipped, Mon 13 Dec 2021 - 04:16:02 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 30525249-30425008, Not Set, 178.36, Verified & Shipped, Mon 13 Dec 2021 - 04:16:22 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 30661052-30560811, Not Set, 173.14, Verified & Shipped, Mon 13 Dec 2021 - 04:16:41 AM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 4.5Y, 30672411-30572170, Not Set, 105.02, Arrived At StockX, Mon 13 Dec 2021 - 06:34:39 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 31000623-30900382, Not Set, 225.39, Order Confirmed, Mon 13 Dec 2021 - 07:20:46 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 9, 31002148-30901907, Not Set, 170.53, Order Confirmed, Mon 13 Dec 2021 - 08:07:41 AM
Jordan 5 Retro Shattered Backboard, DC1060-100, 11, 31016100-30915859, Not Set, 189.16, Order Confirmed, Mon 13 Dec 2021 - 12:21:00 PM
Supreme Motion Logo Beanie Heather Grey, Not Found, </li>

<li class="attributes" style="list-style-type: none; margin: 0;"><span style="font-weight: 500;">Condition:</span>&nbsp;New, 100% Authentic, Not Found, Not Set, Not Found, Arrived At StockX, Mon 13 Dec 2021 - 12:38:04 PM
Supreme Bandana Box Logo Hooded Sweatshirt Black, Not Found, M, Not Found, Not Set, Not Found, Arrived At StockX, Mon 13 Dec 2021 - 12:53:00 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 9, 31002148-30901907, Not Set, 170.53, Shipped To StockX, Mon 13 Dec 2021 - 01:05:26 PM
